property_type,address,city,state,zip_code,price,beds,baths,area,lot_size,year_built,hoa_month
Single Family Residential,18 Whig St,Ulysses,NY,14886,517345,4,2,2556,0.5699954086317722,1890,
Single Family Residential,846 Davis Rd,Lansing,NY,14882,312500,3,2,1724,2.2600091827364555,1870,
Single Family Residential,3146 Van Dorn Corners Rd,Ulysses,NY,14850,235000,3,1,1620,1.5,1930,
Multi-Family (2-4 Unit),5297 Curry Rd,Ulysses,NY,14886,310000,5,2,2015,1.6600091827364554,1988,
Single Family Residential,123 Salem Dr,Ithaca,NY,14850,300000,5,2.5,2131,0.4800045913682277,1967,
Single Family Residential,212 Dubois Rd,Ithaca,NY,14850,326000,3,2,1372,0.48999081726354454,1956,
Single Family Residential,8 South St,Ulysses,NY,14886,466000,3,2.5,2562,0.7030073461891644,1860,
Single Family Residential,110 Ludlow Rd,Lansing,NY,,425000,3,2,1856,13.939990817263544,1998,
Single Family Residential,243 Pennsylvania Ave,Ithaca,NY,14886,403000,4,1.5,2000,0.5100091827364555,1986,
Single Family Residential,310 Comstock Rd,Ithaca,NY,14850,462500,3,2,1856,0.4800045913682277,1947,
Single Family Residential,86 W Main St,Ulysses,NY,14886,382531,3,2.5,2558,0.9359504132231405,1900,
Single Family Residential,22 Seneca St,Ulysses,NY,14886,350000,3,2,1961,0.4100091827364555,1870,
Single Family Residential,258 Bill George Rd,Lansing,NY,14882,800000,3,2,1793,0.48999081726354454,1964,
Other,7202 Willow Creek Rd,Trumansburg,NY,14886,2000000,4,3.5,3602,28.48000459136823,2010,
Single Family Residential,3300 Perry City Rd,Ulysses,NY,14886,580000,3,3,2620,4.030004591368228,1824,
Single Family Residential,64 E Seneca Rd,Ulysses,NY,14886,424900,4,2.5,2496,0.5600091827364555,1989,
Single Family Residential,6421 Waterburg Rd,Ulysses,NY,14886,249000,4,2,1809,2,1900,
Single Family Residential,2 Sandra Pl,Ithaca,NY,14850,485000,4,2.5,2087,0.509641873278237,1968,
Single Family Residential,17 Orchard Hill Rd,Ithaca,NY,14850,1057250,5,6,5272,3.6800045913682276,2014,
Single Family Residential,9814 Watermark Rd,Covert,NY,14886,760000,2,1.5,1805,0.48999081726354454,1950,
Single Family Residential,5 Emmons Rd,Lansing,NY,,322500,3,2,1568,1.1899908172635445,2006,
Single Family Residential,103 Maplewood Dr,Ithaca,NY,14850,570000,4,3.5,1990,0.4161157024793388,1968,
Single Family Residential,311 St. Catherine Cir,Ithaca,NY,14850,567000,4,3.5,2730,0.41999540863177226,1977,
Single Family Residential,19 Lisa Ln,Ithaca,NY,14850,465000,4,3,2709,0.5600091827364555,1980,
Multi-Family (2-4 Unit),210 Hampton Rd,Ithaca,NY,14850,850000,5,4,3614,0.5399908172635446,1936,
Single Family Residential,319 Winthrop Dr,Ithaca,NY,14850,667000,3,2,2700,0.41999540863177226,1968,
Single Family Residential,5221 Cold Springs Road Rd,Ulysses,NY,14886,540000,3,3,2937,12.519995408631772,2003,
Single Family Residential,304 Winthrop Dr,Ithaca,NY,14850,505000,4,3,2392,0.5,1967,
Single Family Residential,335 N Applegate Rd,Ithaca,NY,14850,65000,3,2,1352,24.289990817263543,1991,
Single Family Residential,125 Tamarack Ln,Ulysses,NY,14886,525000,2,2.5,2048,0.65,2014,
Single Family Residential,1111 East Shore Dr,Ithaca,NY,14850,1410000,5,3,5121,5.369995408631772,1994,
Single Family Residential,116 E Seneca Rd,Ulysses,NY,14886,175000,2,1,1211,0.25,1946,
Single Family Residential,206 Dubois Rd,Ithaca,NY,14850,452000,3,2,1576,6.169995408631772,2003,
Single Family Residential,1 Dorsey Hill Hl,Ulysses,NY,14886,228000,3,1,1721,1.2199954086317724,1870,
Single Family Residential,129 E Main St,Ulysses,NY,14886,175000,3,1,2148,0.35,1890,
Single Family Residential,5318 Pine Ridge Rd,Ulysses,NY,14886,205000,3,2,1200,0.8,1996,
Single Family Residential,3173 Van Dorn Corners Rd,Ulysses,NY,14850,220500,3,2,1711,0.9399908172635445,1954,
Single Family Residential,173 Tucker Rd,Enfield,NY,14886,229900,2,2,1152,3.28698347107438,1995,
Single Family Residential,3252 Mekeel Road Rd,Ulysses,NY,14886,378000,3,2,1642,3.0719926538108355,2018,
Single Family Residential,6188 Perry City Rd,Trumansburg,NY,14886,630000,4,3.5,2524,12.539990817263545,2017,
Single Family Residential,120 Simsbury Dr,Ithaca,NY,14850,405000,5,2.5,2118,0.41600091827364555,1969,
Single Family Residential,64 Sweazey Rd,Lansing,NY,,297500,3,1.5,2196,8.789990817263545,1850,
Single Family Residential,95 Sage Rd,Enfield,NY,14850,240000,3,1,1795,2.080004591368228,1983,
Single Family Residential,113 Simsbury Dr,North East Township,NY,14850,380000,4,2.5,2242,0.5600091827364555,1973,
Multi-Family (2-4 Unit),26 Prospect St Unit A,Trumansburg,NY,14886,234000,4,2,1904,0.8100091827364555,2004,
Single Family Residential,270 Vanbuskirk Rd,Newfield,NY,14867,58000,1,1,1750,14.180004591368228,1865,
Single Family Residential,1204 E State St,Ithaca-city,NY,14850,400000,3,1.5,1620,0.212465564738292,1932,
Other,5559 Cox Rd #59,Newfield,NY,14867,15000,3,2,1352,1.3,1968,
Townhouse,85 Whitetail Dr,Ithaca-town,NY,14850,340000,3,2.5,1895,0.05,1988,360
Multi-Family (2-4 Unit),506 N Albany St,Ithaca,NY,14850,232500,3,2,1528,0.05371900826446281,1880,
Single Family Residential,305 Mitchell St,Ithaca-city,NY,14850,713000,4,2.5,3295,0.4,1912,
Single Family Residential,111 King Rd W,Ithaca,NY,14850,235000,3,1,1512,0.6887052341597796,1947,
Single Family Residential,214 2nd St #2,Ithaca,NY,14850,144213,2,1.5,1218,0.08000459136822773,2014,
Single Family Residential,119 Utica St,Ithaca-city,NY,14850,175000,2,2,1876,0.08484848484848485,1880,
Single Family Residential,421 Second St,Ithaca-city,NY,14850,230000,3,1,1487,0.07998163452708908,1900,
Multi-Family (2-4 Unit),136 Fayette St,Ithaca-city,NY,14850,369000,6,2,1716,0.07242883379247016,1900,
Single Family Residential,105 Dassance Rd,Newfield,NY,14867,173196,3,2,1728,2.0100091827364555,1991,
Single Family Residential,209 Cobb St,Ithaca-city,NY,14850,414000,4,2,1530,0.14921946740128558,1954,
Single Family Residential,109 Queen St,Ithaca-city,NY,14850,455250,3,1.5,1760,0.07713498622589532,1928,
Single Family Residential,111 Pennsylvania Ave,Ithaca-town,NY,14850,227500,3,1,1152,0.13999081726354454,1920,
Single Family Residential,404 Mitchell,Ithaca-city,NY,14850,525000,4,2,1860,,1920,
Single Family Residential,603 Durfee Hill Rd,Danby,NY,14850,605000,3,1.5,3065,47.85,1990,
Single Family Residential,101 Delaware Ave,Ithaca-city,NY,14850,680000,5,3,3369,0.23999081726354454,1910,
Multi-Family (5+ Unit),312 N Geneva St,Ithaca-city,NY,14850,770000,5,,8253,0.21308539944903582,1888,
Single Family Residential,371 Shaffer Rd,Newfield,NY,14867,235000,4,2,1881,0.6399908172635446,1972,
Single Family Residential,401 Columbia St,Ithaca-city,NY,14850,380000,3,2,1889,0.1097107438016529,1930,
Single Family Residential,206 W Lincoln St,Ithaca-city,NY,14850,185800,2,1.5,960,0.15,1900,
Single Family Residential,111 W King Rd,Ithaca-town,NY,14850,235000,3,1,1512,0.6887052341597796,1947,
Single Family Residential,904 N Aurora St,Ithaca-city,NY,14850,400000,3,1.5,1670,0.1,1860,
Single Family Residential,41 Maple Ave,Danby,NY,14883,150000,5,2,1968,0.6,1986,
Single Family Residential,115 Westhaven Rd,Ithaca-town,NY,14850,325000,3,1.5,1260,0.6313131313131313,1960,
Single Family Residential,136 Westhaven Rd,Ithaca-town,NY,14850,312000,3,1,1240,0.7230945821854913,1952,
Single Family Residential,203 Fair St,Ithaca,NY,14850,225000,2,1.5,1047,0.08000459136822773,1939,
Single Family Residential,67 Bishop,Newfield,NY,14867,140000,3,2,1152,9.030004591368227,2018,
Single Family Residential,109 Vinegar Hl,Ithaca-city,NY,14850,265000,3,1,1060,0.48999081726354454,1930,
Single Family Residential,155 Main St,Newfield,NY,14867,128900,3,2,1467,0.36999540863177227,1870,
Single Family Residential,247 Bald Hill Rd,Spencer,NY,14883,180000,3,1.5,2002,8.260009182736455,1990,
Single Family Residential,584 Trumbulls Corners Rd,Newfield,NY,14867,166000,4,2,1224,0.6899908172635445,1970,
Single Family Residential,243 Van Ostrand Rd,Newfield,NY,14867,369900,3,2.5,2040,1.1300045913682277,2009,
Multi-Family (2-4 Unit),133 Cayuta Rd,Newfield,NY,14867,250000,,,3200,2.4,1960,
Single Family Residential,24 Hillview Rd,Danby,NY,14883,148000,3,2,1332,5.7600091827364555,2003,
Single Family Residential,1300 Elmira Rd,Newfield,NY,14867,265000,4,2,1381,0.9800045913682277,1938,
Single Family Residential,102 Longview Dr,Ithaca-town,NY,14850,384000,4,2,2026,0.6887052341597796,1964,
Single Family Residential,119 W King Rd,Ithaca-town,NY,14850,190000,2,1,862,0.2869605142332415,1935,
Multi-Family (2-4 Unit),406 N Cayuga St,Ithaca,NY,14850,610000,4,3.5,3498,0.3,1860,
Multi-Family (5+ Unit),508 University Ave,Ithaca,NY,14850,607000,,,2452,0.16000918273645545,1895,
Other,710 N Cayuga St #10,Ithaca,NY,14850,475000,5,3.5,2552,0.13333333333333333,1860,
Multi-Family (2-4 Unit),248 Pennsylvania Ave,Ithaca,NY,14850,425000,6,2,2063,0.3,1985,
Multi-Family (5+ Unit),502 University Ave,Ithaca,NY,14850,570000,,,2040,0.36999540863177227,1873,
Single Family Residential,464 Trumbulls Corners Rd,Enfield,NY,14867,248500,2,2,1300,2.1263085399449038,1959,
Single Family Residential,536 Brown Rd,Danby,NY,14883,200000,4,2,2001,1.7300045913682278,1988,
Multi-Family (2-4 Unit),519 S Albany St,Ithaca-city,NY,14850,215000,3,2,1872,0.10227272727272728,1890,
Single Family Residential,536 Brown Rd,Newfield,NY,14867,200000,4,2,2012,1.7300045913682278,1988,
Single Family Residential,411 W Green St,Ithaca-city,NY,14850,405000,3,1.5,1798,0.11999540863177227,2006,
Single Family Residential,202 E Yates St,Ithaca,NY,14850,305000,3,1.5,1176,0.05968778696051423,1915,
Single Family Residential,41 Shaffer Rd,Newfield,NY,14867,187000,3,1,1613,1.578236914600551,1860,
Single Family Residential,130 Cleveland Ave,Ithaca,NY,14850,245000,4,2,1741,0.07575757575757576,1900,
Single Family Residential,100 Park St,Ithaca-city,NY,14850,264000,2,1,1268,0.16101928374655647,1946,
Multi-Family (2-4 Unit),312 S Plain St,Ithaca,NY,14850,71000,3,2,2353,0.13999081726354454,1900,
Single Family Residential,153 Holly Creek Ln,Ithaca,NY,14850,122034,2,1.5,1134,0.03000459136822773,2014,185
Single Family Residential,599 Trumbulls Corners Rd,Newfield,NY,14867,265004,4,1.5,2240,0.5399908172635446,1850,
Single Family Residential,219 Cleveland Ave,Ithaca,NY,14850,305000,2,1,1022,0.16124885215794307,1880,
Single Family Residential,217 Buttermilk Ln,Ithaca,NY,14850,99000,3,2.5,2764,1.4,1998,
Single Family Residential,101 Tower Rd,Newfield,NY,14850,195000,1,1,192,5,2020,
Single Family Residential,377 Douglas Rd,Newfield,NY,14867,330000,3,1.5,1986,44.280004591368225,1980,
Multi-Family (2-4 Unit),261 Coddington Rd,Ithaca,NY,14850,340900,4,2,2064,0.31000918273645545,1905,
Single Family Residential,166 Horton Rd,Newfield,NY,14867,271500,5,1.5,2484,0.9,1968,
Single Family Residential,76 Cayuta Rd,Newfield,NY,14867,125000,4,1,1888,0.5699954086317722,1850,
Single Family Residential,121 Fishkill Rd,Newfield,NY,14867,175000,3,2,1904,1.0199954086317722,2009,
Multi-Family (2-4 Unit),203 Pleasant St St,Ithaca,NY,14850,315000,,,2064,0.14256198347107438,1900,
Single Family Residential,910 Hector St,Ithaca,NY,14850,295000,2,1,1340,0.23999081726354454,1951,
Single Family Residential,16 Saunders Rd,Ithaca,NY,14850,608000,5,3,2287,0.4800045913682277,1994,
Single Family Residential,388 Enfield Main Rd,Enfield,NY,14850,34500,5,2.5,1626,0.7300045913682277,1870,
Single Family Residential,717 N Tioga St,Ithaca,NY,14850,360000,3,2,1580,0.08999081726354453,1900,
Single Family Residential,12 Marcy Ct,Ithaca,NY,14850,622000,4,3.5,3007,0.6699954086317723,1993,
Single Family Residential,48 Woodcrest Ave,Ithaca,NY,14850,684000,3,2.5,2704,0.26000918273645546,1959,
Single Family Residential,140 Westhaven Rd,Ithaca,NY,14850,395000,4,2,2320,1.2600091827364555,1957,
Single Family Residential,176 Station Rd,Spencer,NY,14883,250000,3,1.5,1536,1.5300045913682276,1988,
Multi-Family (2-4 Unit),215 Center St #217,Ithaca,NY,14850,285000,4,2,2528,0.1137741046831956,1910,
Single Family Residential,317 Linn St,Ithaca,NY,14850,299000,3,1,1362,0.1,1855,
Single Family Residential,218 Utica St,Ithaca,NY,14850,477500,5,2.5,2566,0.08999081726354453,1870,
Multi-Family (2-4 Unit),207 Cascadilla Ave,Ithaca,NY,14850,350000,3,2,1510,0.11363636363636363,1850,
Single Family Residential,109 Lake St,Ithaca-city,NY,14850,427500,3,2,1869,0.16000918273645545,1927,
Single Family Residential,1172 Danby Rd,Ithaca,NY,14850,605000,4,3,2922,13.280004591368227,1859,
Multi-Family (2-4 Unit),316 S Aurora St,Ithaca,NY,14850,825000,7,2,2250,0.054935720844811756,1910,
Single Family Residential,150 Troy Rd,Ithaca,NY,14850,370000,3,2.5,2673,0.5,1988,
Multi-Family (2-4 Unit),230 Pleasant St. St,Ithaca,NY,14850,805000,,,4500,0.05,1920,
Single Family Residential,206 E Lincoln St,Ithaca,NY,14850,300000,3,1,1373,0.0780532598714417,1900,
Single Family Residential,416 1st St,Ithaca,NY,14850,293000,4,1,1552,0.12633149678604225,1900,
Multi-Family (2-4 Unit),202 S Geneva St,Ithaca,NY,14850,370000,,,2789,0.08000459136822773,1875,
Single Family Residential,415 Hudson St,Ithaca,NY,14850,363000,3,2,1506,0.1837465564738292,1920,
Single Family Residential,409 Taylor Pl,Ithaca,NY,14850,431500,5,4,3088,0.35,1985,
Single Family Residential,411 S Titus Ave,Ithaca,NY,14850,348500,3,2,1130,0.06799816345270891,1920,
Single Family Residential,109 Sears St St,Ithaca,NY,14850,379500,3,2,1196,0.05303030303030303,1900,
Single Family Residential,1490 Elmira Rd,Newfield,NY,14867,260000,3,1.5,1404,1.25,1974,
Single Family Residential,47 Taggart Rd,Newfield,NY,14867,152000,3,2,1248,1.3800045913682277,1989,
Single Family Residential,769 S Aurora St St,Ithaca,NY,14850,215000,6,3,2384,0.23028007346189164,1900,
Single Family Residential,38 Woodcrest Ave,Ithaca,NY,14850,473500,4,2.5,2050,0.28999081726354453,1961,
Single Family Residential,13 Apple Blossom Ln,Ithaca,NY,14850,406000,3,2,1458,1.5399908172635446,2004,
Single Family Residential,145 Linn St,Ithaca,NY,14850,290000,5,2,1800,0.12376033057851239,1900,
Single Family Residential,166 Whitetail Dr,Ithaca,NY,14850,454000,3,2.5,2192,0.5399908172635446,1991,
Single Family Residential,1670 Mecklenburg Rd,Enfield,NY,14850,350000,3,2,2524,2,1988,
Single Family Residential,212 Hudson St,Ithaca,NY,14850,349000,3,1.5,1705,0.06000918273645546,1870,
Single Family Residential,973 E State St,Ithaca,NY,14850,488000,4,2,1800,0.125,1915,
Single Family Residential,2791 Elmira Rd,Newfield,NY,14867,321000,3,2,1825,0.8199954086317722,1955,
Single Family Residential,110 Washington St,Ithaca,NY,14850,397500,3,2,1488,0.16999540863177226,1880,
Multi-Family (2-4 Unit),106 E Lewis St,Ithaca,NY,14850,290000,3,2,1648,0.0642791551882461,1870,
Single Family Residential,161 Whitetail Dr,Ithaca,NY,14850,700000,4,2.5,3004,1.3600091827364555,1996,
Single Family Residential,512 Linn St,Ithaca,NY,14850,325000,3,1,1360,0.11000918273645546,1860,
Single Family Residential,360 Benjamin Hill Road Rd,Newfield,NY,14867,228000,4,1.5,2638,1.1399908172635445,1968,
Multi-Family (2-4 Unit),409 S Geneva St,Ithaca,NY,14850,340000,5,2,1760,0.12376033057851239,1969,
Mobile/Manufactured Home,533 Harvey Hill Rd,Trumansburg,NY,14886,592500,,,1215,5.019995408631773,1993,
Single Family Residential,414 Madison St,Ithaca,NY,14850,105000,4,1,1272,0.058608815426997245,1915,
Single Family Residential,772 Bostwick Rd,Ithaca,NY,14850,580000,5,3,3308,8.039990817263545,1860,
Single Family Residential,6 Kelloggs Corners Rd,Newfield,NY,14867,130000,3,1,1056,5.710009182736456,1974,
Single Family Residential,114 South St,Ithaca,NY,14850,188000,3,1,816,0.10289256198347108,1954,
Single Family Residential,226 S Albany St,Ithaca,NY,14850,270000,4,1.5,1750,0.09109274563820019,1900,
Single Family Residential,311 Park Pl,Ithaca,NY,14850,300000,3,2,1248,0.06060606060606061,1910,
Single Family Residential,319 Cascadilla St,Ithaca,NY,14850,510114,3,1.5,1472,0.09090909090909091,1870,
Single Family Residential,527 W Clinton St,Ithaca,NY,14850,350000,2,1,1055,,1930,
Mobile/Manufactured Home,66 Bishop Rd,Newfield,NY,14867,106000,3,,2240,1.7899908172635446,2006,
Single Family Residential,209 Bryant Ave,Ithaca,NY,14850,439000,3,2,1665,,1920,
Single Family Residential,213 W Northview Rd,Ithaca,NY,14850,456000,3,2.5,1464,0.45,1985,
Single Family Residential,340 Coddington Rd,Ithaca,NY,14850,390000,4,3,2513,0.5699954086317722,1987,
Single Family Residential,136 Cox Rd,Newfield,NY,14867,450000,3,2,1960,5.039990817263544,2016,
Single Family Residential,76 Michigan Hollow Rd,Danby,NY,14850,619000,4,3,3012,5,1990,
Single Family Residential,105 Farm St,Ithaca,NY,14850,700000,4,3.5,2674,0.08999081726354453,2001,
Single Family Residential,106 Washington St,Ithaca,NY,14850,503129,4,2,1784,0.13000459136822773,1900,
Single Family Residential,971 E State St,Ithaca,NY,14850,425000,3,2.5,1590,0.14653351698806244,1910,
Single Family Residential,205 N Willard Way,Ithaca,NY,14850,659000,4,2.5,2725,0.28000459136822775,1905,
Single Family Residential,107 W Lewis St,Ithaca,NY,14850,315000,3,1.5,1406,0.06060606060606061,1900,
Single Family Residential,339 Troy Rd,Ithaca,NY,14850,265000,3,2.5,2470,3.4699954086317724,1990,
Single Family Residential,172 Horton Rd Rd,Newfield,NY,14867,229000,3,1.5,1678,1.1399908172635445,1974,
Single Family Residential,21 Butternut Dr,Newfield,NY,14867,147000,3,1,1056,0.6899908172635445,1974,
Single Family Residential,314 Taylor Pl,Ithaca,NY,14850,660000,5,3.5,3242,0.7899908172635446,1974,
Single Family Residential,1019 E State St,Ithaca,NY,14850,340000,3,2.5,1634,0.185376492194674,1920,
Single Family Residential,118 Lake Ave #5,Ithaca,NY,14850,290000,2,1,842,0.04242424242424243,1890,
Single Family Residential,106 Grandview Pl,Ithaca,NY,14850,315000,3,2,2084,0.18999081726354453,1930,
Single Family Residential,118 Lake Ave,Ithaca,NY,14850,290000,2,1,1000,0.03999081726354454,1890,
Single Family Residential,205 Bostwick Rd,Ithaca,NY,14850,309500,3,1,1164,1.4100091827364554,1995,
Single Family Residential,1123 Danby Rd,Ithaca,NY,14850,325000,3,2,1459,0.7600091827364555,1935,
Single Family Residential,1871 Mecklenburg Rd. Rd,Enfield,NY,14850,45000,2,1,850,1.8,1990,
Single Family Residential,110 E Marshall St,Ithaca,NY,14850,460000,3,1,1436,0.03999081726354454,1890,
Other,1863 Mecklenburg Rd #1871,Ithaca,NY,14850,254000,2,1,1388,3.35,1940,
Single Family Residential,8 Lagrand Ct,Ithaca,NY,14850,574500,4,2.5,2988,0.8699954086317723,1989,
Single Family Residential,917 Danby Rd,Ithaca,NY,14850,375000,4,2,1853,0.7199954086317722,1936,
Single Family Residential,220 Haller Blvd,Ithaca,NY,14850,550000,5,3,2793,0.28999081726354453,1973,
Single Family Residential,3 Jennings Pond Rd,Spencer,NY,14883,210000,3,1.5,1392,1,1972,
Single Family Residential,13 Briarwood Ln,Newfield,NY,14867,176000,2,1,864,0.95,1971,
Single Family Residential,809 Five Mile Dr,Ithaca,NY,14850,480000,4,3,3456,3.7100091827364556,1970,
Single Family Residential,109 Pearl St,Ithaca,NY,14850,365000,4,2,1368,0.13999081726354454,1989,
Single Family Residential,203 Valley Rd,Ithaca,NY,14850,525000,4,2,2340,0.21999540863177228,1930,
Single Family Residential,217 Esty St,Ithaca,NY,14850,290000,2,1.5,1282,0.06000918273645546,1900,
Single Family Residential,809 Five Mile Dr #2,Ithaca,NY,14850,480000,4,3,3456,3.7100091827364556,1970,
Single Family Residential,215 W Spencer St Unit C1,Ithaca,NY,14850,358950,2,2,1005,,2018,224
Single Family Residential,55 Shelter Valley Rd,Newfield,NY,14867,180000,3,1,1144,0.18000459136822775,1966,
Single Family Residential,1415 Elmira Rd,Newfield,NY,14867,143000,3,1.5,1120,1.0399908172635446,1950,
Single Family Residential,212 W Northview Rd,Ithaca,NY,14850,559500,4,2.5,2996,0.5100091827364555,1975,
Single Family Residential,21 Cornell St,Ithaca,NY,14850,465000,3,2,1342,0.21000918273645547,1941,
Single Family Residential,412 Mitchell St,Ithaca,NY,14850,572500,3,2.5,2280,0.22513774104683196,1928,
Single Family Residential,413 Mitchell St,Ithaca,NY,14850,425000,3,2,1930,0.15,1920,
Single Family Residential,117 Brandon Place Pl,Ithaca,NY,14850,465000,3,2.5,1741,0.16127180899908172,1915,
Single Family Residential,408 Lake Ave,Ithaca,NY,14850,123760,2,1.5,1044,0.03000459136822773,2017,
Single Family Residential,1615 W Danby Rd,Newfield,NY,14867,585000,3,2,2523,23.5,2018,
Multi-Family (2-4 Unit),513 S Albany St,Ithaca,NY,14850,425000,6,3,2606,0.1,1900,
Single Family Residential,333 W King Rd,Ithaca,NY,14850,371000,3,2,1460,4.6,1950,
Single Family Residential,295 Vanbuskirk Rd,Newfield,NY,14867,274000,4,2,2016,4.669995408631772,1988,
Single Family Residential,7 Benny Lane Ln,Danby,NY,14850,145000,2,2,1215,0.03999081726354454,1990,
Single Family Residential,210 First St,Ithaca,NY,14850,491000,3,2,1668,0.1,1900,
Single Family Residential,232 Haller Blvd Blvd,Ithaca,NY,14850,285000,3,1.5,1460,0.3673094582185491,1925,
Single Family Residential,208 E Lincoln St,Ithaca,NY,14850,160000,3,2,1490,0.05213498622589532,1865,
Single Family Residential,274 Gray Rd,Enfield,NY,14850,250000,3,1,1390,0.7699954086317723,1967,
Single Family Residential,677 Bostwick Road Rd,Enfield,NY,14850,650000,4,3,2405,2.3699954086317723,1848,
Single Family Residential,210 Farm St,Ithaca,NY,14850,527000,5,2,2040,0.08999081726354453,1966,
Single Family Residential,206 Taughannock Blvd #103,Ithaca,NY,14850,290000,1,1.5,1096,0.31000918273645545,2015,265
Single Family Residential,104 Ridgecrest Rd,Ithaca,NY,14850,295000,3,2,1597,0.6800045913682278,1952,
Single Family Residential,110 Columbia St,Ithaca,NY,14850,305000,2,1,1000,0.3,1907,718
Single Family Residential,110 Columbia St #3,Ithaca,NY,14850,305000,2,1,1000,0.3,1907,718
Single Family Residential,1040 Comfort Rd,Ithaca,NY,14850,530000,3,3.5,3696,2.7,2005,
Single Family Residential,1040 Comfort Rd,Danby,NY,14850,530000,3,3.5,3696,2.7,2005,
Single Family Residential,115 Eddy St,Ithaca,NY,14850,630000,4,2.5,2806,0.21999540863177228,1900,75
Single Family Residential,1360 Elmira Rd,Newfield,NY,14867,325000,3,2,1889,2.1800045913682276,1936,
Single Family Residential,101 Longview Dr,Ithaca,NY,14850,401000,4,2,2240,0.6899908172635445,1972,
Single Family Residential,103 Walnut St,Ithaca,NY,14850,535100,3,2.5,1770,0.08999081726354453,2013,120
Single Family Residential,409 Hector St,Ithaca,NY,14850,353000,3,1.5,2064,0.13000459136822773,1920,
Single Family Residential,221 Burdge Hill Rd,Newfield,NY,14867,450000,5,4,3943,4.269995408631773,2002,
Single Family Residential,201 Third St,Ithaca,NY,14850,279900,3,1.5,1148,0.1,1918,
Single Family Residential,829 N Aurora St,Ithaca,NY,14850,404000,2,2,1429,0.1383838383838384,1860,
Multi-Family (2-4 Unit),611 W Green St,Ithaca,NY,14850,220000,3,3,1668,0.10151515151515152,1870,
Multi-Family (2-4 Unit),211 Pleasant St,Ithaca,NY,14850,260000,3,2,1330,0.09352617079889808,1890,
Single Family Residential,111 Giles St,Ithaca,NY,14850,435000,3,1.5,1657,0.13999081726354454,1840,
Multi-Family (2-4 Unit),108 Elston Pl Pl,Ithaca,NY,14850,460000,,,3164,,1900,
Single Family Residential,256 Floral Ave,Ithaca,NY,14850,286000,3,1.5,2092,0.26000918273645546,1890,
Mobile/Manufactured Home,105 Station Rd,Spencer,NY,14883,47000,,,1890,1.7300045913682278,2004,
Single Family Residential,102 Irving Pl,Ithaca,NY,14850,750000,4,3,2753,0.28055555555555556,1910,
Single Family Residential,2155 W Danby Rd,Danby,NY,14883,105000,3,1.5,952,1.9699954086317724,2012,
Single Family Residential,39 Bruce Hill Rd,Spencer,NY,14883,240000,3,1.5,1876,1.8699954086317723,1958,
Multi-Family (2-4 Unit),211 Cornell St,Ithaca,NY,14850,735000,7,3.5,3397,0.21000918273645547,1910,
Single Family Residential,439 Brown Rd,Danby,NY,14883,225000,4,1,1184,2.8100091827364553,1956,
Multi-Family (2-4 Unit),504 Spencer Rd,Ithaca,NY,14850,280000,3,2,1350,0.21999540863177228,1924,
Single Family Residential,307 Cascadilla St,Ithaca,NY,14850,359000,3,1.5,1524,0.06000918273645546,1910,
Single Family Residential,525 W Buffalo St,Ithaca,NY,14850,255000,3,1,1760,0.1,1880,
Multi-Family (2-4 Unit),526 W Clinton St,Ithaca-city,NY,14850,96900,6,3,2066,,1900,
Single Family Residential,235 Elm St,Ithaca,NY,14850,300000,3,1.5,1625,0.09343434343434344,1880,
Single Family Residential,201 Walnut St,Ithaca,NY,14850,431000,2,2.5,1399,0.01999540863177227,2015,130
Single Family Residential,1200 Danby Rd,Ithaca-town,NY,14850,325000,6,3,4914,4.369995408631772,1974,
Single Family Residential,23 Lieb Rd,Danby,NY,14883,268000,3,3,1217,0.6199954086317723,1950,
Mobile/Manufactured Home,2467 Mecklenburg Rd,Trumansburg,NY,14886,60000,3,,864,2.0399908172635444,1976,
Single Family Residential,106 Lake Ave,Ithaca,NY,14850,555000,4,1.5,2138,0.11000918273645546,1900,
Single Family Residential,414 Mitchell St,Ithaca,NY,14850,572500,3,2.5,2280,0.23000459136822773,1928,
Single Family Residential,421 Enfield Main Rd,Enfield,NY,14850,62000,3,2,1056,9.4,1983,
Single Family Residential,220 Main St,Newfield,NY,14867,290000,4,3.5,2570,0.6,1862,
Single Family Residential,509 S Plain St St,Ithaca,NY,14850,150000,2,1.5,1020,0.05509641873278237,2002,
Single Family Residential,113 Utica St,Ithaca,NY,14850,355000,3,2,1568,0.1,1860,
Mobile/Manufactured Home,165 E Enfield Center Rd,Ithaca,NY,14850,85000,,,1064,1.8800045913682277,1992,
Single Family Residential,503 S Cayuga St,Ithaca,NY,14850,318000,3,1.5,1268,0.06999540863177227,1910,
Single Family Residential,604 N Taylor Pl,Ithaca,NY,14850,265000,5,3,2256,0.25,1968,
Single Family Residential,390 Newfield Depot Rd,Newfield,NY,14867,178800,4,2,1657,0.5100091827364555,1943,
Single Family Residential,653 Elmira Rd,Ithaca,NY,14850,316000,5,2,2060,50,1900,
Single Family Residential,1438 Mecklenburg Rd,Ithaca,NY,14850,180000,2,1,768,0.5899908172635445,1976,
Single Family Residential,Teeter Rd,Ithaca,NY,14850,120000,1,,504,12.660009182736456,1976,
Single Family Residential,210 Warren Pl,Ithaca,NY,14850,312000,3,1,1525,0.3,1955,
Single Family Residential,1887 W Danby Rd,Newfield,NY,14867,120000,3,1,1101,0.6600091827364555,1880,
